defteam,week,season,def_plays,expl_rush_allowed,expl_pass_allowed,expl_total_allowed,expl_rate_allowed,chunk20_allowed,chunk20_rate
TEN,13,2024,76,7,3,10,0.13157894736842105,3,0.039473684210526314
WAS,13,2024,50,0,7,7,0.14,3,0.06
ARI,14,2024,61,5,6,11,0.18032786885245902,4,0.06557377049180328
ATL,14,2024,53,5,9,14,0.2641509433962264,7,0.1320754716981132
BUF,14,2024,72,3,10,13,0.18055555555555555,4,0.05555555555555555
CAR,14,2024,55,8,2,10,0.18181818181818182,3,0.05454545454545454
CHI,14,2024,60,1,10,11,0.18333333333333332,9,0.15
CIN,14,2024,59,6,4,10,0.1694915254237288,3,0.05084745762711865
CLE,14,2024,60,3,4,7,0.11666666666666667,5,0.08333333333333333
DAL,14,2024,63,2,8,10,0.15873015873015872,3,0.047619047619047616
DET,14,2024,44,2,5,7,0.1590909090909091,5,0.11363636363636363
GB,14,2024,76,3,5,8,0.10526315789473684,3,0.039473684210526314
JAX,14,2024,62,3,4,7,0.11290322580645161,3,0.04838709677419355
KC,14,2024,57,2,7,9,0.15789473684210525,5,0.08771929824561403
LA,14,2024,54,3,9,12,0.2222222222222222,8,0.14814814814814814
LAC,14,2024,63,1,2,3,0.047619047619047616,1,0.015873015873015872
LV,14,2024,59,5,10,15,0.2542372881355932,6,0.1016949152542373
MIA,14,2024,63,1,8,9,0.14285714285714285,3,0.047619047619047616
MIN,14,2024,70,4,9,13,0.18571428571428572,6,0.08571428571428572
NO,14,2024,73,3,5,8,0.1095890410958904,4,0.0547945205479452
NYG,14,2024,65,2,5,7,0.1076923076923077,3,0.046153846153846156
NYJ,14,2024,65,0,6,6,0.09230769230769231,3,0.046153846153846156
PHI,14,2024,68,2,4,6,0.08823529411764706,2,0.029411764705882353
PIT,14,2024,69,3,3,6,0.08695652173913043,2,0.028985507246376812
SEA,14,2024,62,6,3,9,0.14516129032258066,2,0.03225806451612903
SF,14,2024,52,1,1,2,0.038461538461538464,0,0.0
TB,14,2024,63,2,3,5,0.07936507936507936,4,0.06349206349206349
TEN,14,2024,57,2,5,7,0.12280701754385964,4,0.07017543859649122
ARI,15,2024,49,5,6,11,0.22448979591836735,4,0.08163265306122448
ATL,15,2024,64,2,4,6,0.09375,3,0.046875
BAL,15,2024,59,1,5,6,0.1016949152542373,2,0.03389830508474576
BUF,15,2024,75,2,10,12,0.16,6,0.08
CAR,15,2024,68,7,6,13,0.19117647058823528,2,0.029411764705882353
CHI,15,2024,71,3,5,8,0.11267605633802817,1,0.014084507042253521
CIN,15,2024,64,3,5,8,0.125,3,0.046875
CLE,15,2024,73,5,3,8,0.1095890410958904,2,0.0273972602739726
DAL,15,2024,50,1,5,6,0.12,1,0.02
DEN,15,2024,72,5,6,11,0.1527777777777778,4,0.05555555555555555
DET,15,2024,67,5,10,15,0.22388059701492538,9,0.13432835820895522
GB,15,2024,56,2,4,6,0.10714285714285714,3,0.05357142857142857
HOU,15,2024,62,0,3,3,0.04838709677419355,2,0.03225806451612903
IND,15,2024,58,2,2,4,0.06896551724137931,1,0.017241379310344827
JAX,15,2024,53,5,7,12,0.22641509433962265,6,0.11320754716981132
KC,15,2024,59,1,3,4,0.06779661016949153,3,0.05084745762711865
LA,15,2024,53,2,3,5,0.09433962264150944,1,0.018867924528301886
LAC,15,2024,67,4,7,11,0.16417910447761194,7,0.1044776119402985
LV,15,2024,57,4,2,6,0.10526315789473684,2,0.03508771929824561
MIA,15,2024,47,2,2,4,0.0851063829787234,1,0.02127659574468085
MIN,15,2024,62,2,4,6,0.0967741935483871,3,0.04838709677419355
NE,15,2024,63,2,4,6,0.09523809523809523,5,0.07936507936507936
NO,15,2024,74,3,4,7,0.0945945945945946,3,0.04054054054054054
NYG,15,2024,58,6,7,13,0.22413793103448276,6,0.10344827586206896
NYJ,15,2024,77,3,5,8,0.1038961038961039,3,0.03896103896103896
PHI,15,2024,41,0,3,3,0.07317073170731707,1,0.024390243902439025
PIT,15,2024,74,2,10,12,0.16216216216216217,8,0.10810810810810811
SEA,15,2024,61,2,4,6,0.09836065573770492,4,0.06557377049180328
SF,15,2024,65,2,1,3,0.046153846153846156,1,0.015384615384615385
TB,15,2024,48,0,2,2,0.041666666666666664,2,0.041666666666666664
TEN,15,2024,63,3,6,9,0.14285714285714285,3,0.047619047619047616
WAS,15,2024,50,3,5,8,0.16,4,0.08
ARI,16,2024,64,6,5,11,0.171875,7,0.109375
ATL,16,2024,55,0,5,5,0.09090909090909091,2,0.03636363636363636
BAL,16,2024,59,3,4,7,0.11864406779661017,2,0.03389830508474576
BUF,16,2024,68,4,4,8,0.11764705882352941,4,0.058823529411764705
CAR,16,2024,64,5,4,9,0.140625,4,0.0625
CHI,16,2024,64,4,8,12,0.1875,5,0.078125
CIN,16,2024,63,4,3,7,0.1111111111111111,2,0.031746031746031744
CLE,16,2024,55,3,6,9,0.16363636363636364,5,0.09090909090909091
DAL,16,2024,70,5,7,12,0.17142857142857143,3,0.04285714285714286
DEN,16,2024,58,4,7,11,0.1896551724137931,5,0.08620689655172414
DET,16,2024,59,2,9,11,0.1864406779661017,5,0.0847457627118644
GB,16,2024,53,1,4,5,0.09433962264150944,2,0.03773584905660377
HOU,16,2024,68,3,6,9,0.1323529411764706,3,0.04411764705882353
IND,16,2024,56,2,6,8,0.14285714285714285,3,0.05357142857142857
JAX,16,2024,64,2,5,7,0.109375,3,0.046875
KC,16,2024,58,4,7,11,0.1896551724137931,5,0.08620689655172414
LA,16,2024,63,0,4,4,0.06349206349206349,1,0.015873015873015872
LAC,16,2024,63,3,4,7,0.1111111111111111,1,0.015873015873015872
LV,16,2024,61,3,4,7,0.11475409836065574,2,0.03278688524590164
MIA,16,2024,59,2,9,11,0.1864406779661017,5,0.0847457627118644
MIN,16,2024,60,1,11,12,0.2,3,0.05
NE,16,2024,58,4,3,7,0.1206896551724138,2,0.034482758620689655
NO,16,2024,67,5,5,10,0.14925373134328357,5,0.07462686567164178
NYG,16,2024,63,4,6,10,0.15873015873015872,1,0.015873015873015872
NYJ,16,2024,47,2,2,4,0.0851063829787234,1,0.02127659574468085
PHI,16,2024,63,3,3,6,0.09523809523809523,4,0.06349206349206349
PIT,16,2024,59,8,4,12,0.2033898305084746,3,0.05084745762711865
SEA,16,2024,59,1,5,6,0.1016949152542373,2,0.03389830508474576
SF,16,2024,63,2,4,6,0.09523809523809523,5,0.07936507936507936
TB,16,2024,53,1,5,6,0.11320754716981132,5,0.09433962264150944
TEN,16,2024,62,3,4,7,0.11290322580645161,6,0.0967741935483871
WAS,16,2024,71,6,2,8,0.11267605633802817,3,0.04225352112676056
ARI,17,2024,53,3,6,9,0.16981132075471697,3,0.05660377358490566
ATL,17,2024,76,8,2,10,0.13157894736842105,2,0.02631578947368421
BAL,17,2024,54,0,5,5,0.09259259259259259,1,0.018518518518518517
BUF,17,2024,57,6,3,9,0.15789473684210525,3,0.05263157894736842
CAR,17,2024,71,6,12,18,0.2535211267605634,7,0.09859154929577464
CHI,17,2024,50,3,4,7,0.14,2,0.04
CIN,17,2024,60,4,4,8,0.13333333333333333,2,0.03333333333333333
CLE,17,2024,55,3,3,6,0.10909090909090909,1,0.01818181818181818
DAL,17,2024,59,4,5,9,0.15254237288135594,7,0.11864406779661017
DEN,17,2024,83,2,8,10,0.12048192771084337,3,0.03614457831325301
DET,17,2024,59,1,9,10,0.1694915254237288,5,0.0847457627118644
GB,17,2024,67,2,8,10,0.14925373134328357,5,0.07462686567164178
HOU,17,2024,61,5,4,9,0.14754098360655737,6,0.09836065573770492
IND,17,2024,49,2,8,10,0.20408163265306123,6,0.12244897959183673
JAX,17,2024,64,5,5,10,0.15625,3,0.046875
KC,17,2024,73,9,4,13,0.1780821917808219,4,0.0547945205479452
LA,17,2024,74,3,7,10,0.13513513513513514,4,0.05405405405405406
LAC,17,2024,48,3,2,5,0.10416666666666667,2,0.041666666666666664
LV,17,2024,53,2,6,8,0.1509433962264151,4,0.07547169811320754
MIA,17,2024,76,2,4,6,0.07894736842105263,0,0.0
MIN,17,2024,57,2,4,6,0.10526315789473684,1,0.017543859649122806
NE,17,2024,77,1,6,7,0.09090909090909091,2,0.025974025974025976
NO,17,2024,72,4,6,10,0.1388888888888889,2,0.027777777777777776
NYG,17,2024,73,2,6,8,0.1095890410958904,5,0.0684931506849315
NYJ,17,2024,60,1,4,5,0.08333333333333333,3,0.05
PHI,17,2024,60,3,4,7,0.11666666666666667,1,0.016666666666666666
PIT,17,2024,58,1,6,7,0.1206896551724138,3,0.05172413793103448
SEA,17,2024,58,3,4,7,0.1206896551724138,1,0.017241379310344827
SF,17,2024,66,3,6,9,0.13636363636363635,6,0.09090909090909091
TB,17,2024,46,0,7,7,0.15217391304347827,3,0.06521739130434782
TEN,17,2024,56,2,4,6,0.10714285714285714,3,0.05357142857142857
WAS,17,2024,60,4,4,8,0.13333333333333333,3,0.05
ARI,18,2024,71,3,6,9,0.1267605633802817,6,0.08450704225352113
ATL,18,2024,64,5,6,11,0.171875,4,0.0625
BAL,18,2024,54,1,5,6,0.1111111111111111,3,0.05555555555555555
BUF,18,2024,58,1,4,5,0.08620689655172414,2,0.034482758620689655
CAR,18,2024,77,8,8,16,0.2077922077922078,8,0.1038961038961039
CHI,18,2024,61,6,7,13,0.21311475409836064,5,0.08196721311475409
CIN,18,2024,58,3,3,6,0.10344827586206896,1,0.017241379310344827
CLE,18,2024,66,7,5,12,0.18181818181818182,6,0.09090909090909091
DAL,18,2024,53,3,2,5,0.09433962264150944,3,0.05660377358490566
DEN,18,2024,33,0,3,3,0.09090909090909091,2,0.06060606060606061
DET,18,2024,61,1,4,5,0.08196721311475409,3,0.04918032786885246
GB,18,2024,56,1,4,5,0.08928571428571429,1,0.017857142857142856
HOU,18,2024,60,1,7,8,0.13333333333333333,3,0.05
IND,18,2024,66,4,4,8,0.12121212121212122,4,0.06060606060606061
JAX,18,2024,77,3,6,9,0.11688311688311688,3,0.03896103896103896
KC,18,2024,71,3,6,9,0.1267605633802817,6,0.08450704225352113
LA,18,2024,52,4,6,10,0.19230769230769232,4,0.07692307692307693
LAC,18,2024,47,1,6,7,0.14893617021276595,5,0.10638297872340426
LV,18,2024,70,4,8,12,0.17142857142857143,5,0.07142857142857142
MIA,18,2024,62,5,6,11,0.1774193548387097,5,0.08064516129032258
MIN,18,2024,66,5,3,8,0.12121212121212122,3,0.045454545454545456
NE,18,2024,65,2,1,3,0.046153846153846156,2,0.03076923076923077
NO,18,2024,63,6,4,10,0.15873015873015872,5,0.07936507936507936
NYG,18,2024,67,0,5,5,0.07462686567164178,0,0.0
NYJ,18,2024,68,4,5,9,0.1323529411764706,4,0.058823529411764705
PHI,18,2024,54,2,2,4,0.07407407407407407,1,0.018518518518518517
PIT,18,2024,70,0,5,5,0.07142857142857142,0,0.0
SEA,18,2024,65,0,8,8,0.12307692307692308,6,0.09230769230769231
SF,18,2024,62,2,4,6,0.0967741935483871,6,0.0967741935483871
TB,18,2024,63,2,4,6,0.09523809523809523,2,0.031746031746031744
TEN,18,2024,57,5,4,9,0.15789473684210525,3,0.05263157894736842
WAS,18,2024,75,3,5,8,0.10666666666666667,4,0.05333333333333334
BAL,19,2024,44,0,6,6,0.13636363636363635,6,0.13636363636363635
BUF,19,2024,42,3,4,7,0.16666666666666666,2,0.047619047619047616
DEN,19,2024,69,4,6,10,0.14492753623188406,4,0.057971014492753624
GB,19,2024,56,4,2,6,0.10714285714285714,2,0.03571428571428571
HOU,19,2024,54,0,6,6,0.1111111111111111,1,0.018518518518518517
LA,19,2024,70,3,6,9,0.12857142857142856,4,0.05714285714285714
LAC,19,2024,68,5,3,8,0.11764705882352941,4,0.058823529411764705
MIN,19,2024,49,2,4,6,0.12244897959183673,4,0.08163265306122448
PHI,19,2024,59,2,5,7,0.11864406779661017,4,0.06779661016949153
PIT,19,2024,70,6,6,12,0.17142857142857143,7,0.1
TB,19,2024,67,1,7,8,0.11940298507462686,4,0.05970149253731343
WAS,19,2024,44,3,6,9,0.20454545454545456,4,0.09090909090909091
BAL,20,2024,57,3,1,4,0.07017543859649122,1,0.017543859649122806
BUF,20,2024,56,9,8,17,0.30357142857142855,5,0.08928571428571429
DET,20,2024,71,6,5,11,0.15492957746478872,6,0.08450704225352113
HOU,20,2024,47,4,4,8,0.1702127659574468,3,0.06382978723404255
KC,20,2024,64,3,6,9,0.140625,4,0.0625
LA,20,2024,60,5,2,7,0.11666666666666667,4,0.06666666666666667
PHI,20,2024,70,2,8,10,0.14285714285714285,7,0.1
WAS,20,2024,65,7,8,15,0.23076923076923078,7,0.1076923076923077
BUF,21,2024,60,5,6,11,0.18333333333333332,4,0.06666666666666667
KC,21,2024,68,3,5,8,0.11764705882352941,5,0.07352941176470588
PHI,21,2024,77,2,5,7,0.09090909090909091,4,0.05194805194805195
WAS,21,2024,64,5,7,12,0.1875,6,0.09375
KC,22,2024,67,4,6,10,0.14925373134328357,5,0.07462686567164178
PHI,22,2024,49,0,3,3,0.061224489795918366,3,0.061224489795918366
